"task_id","learner_id","classif.ece","calibration_strategy","calibration_method","base_learner"
"pc4","classif.ranger_calib.oof_isotonic",0.0291589593783577,"oof","isotonic","ranger"
"pc4","classif.ranger_calib.oof_isotonic",0.0857969341757715,"oof","isotonic","ranger"
"pc4","classif.ranger_calib.oof_isotonic",0.0531205027019254,"oof","isotonic","ranger"
"pc4","classif.ranger_calib.oof_isotonic",0.0196738945531957,"oof","isotonic","ranger"
"pc4","classif.ranger_calib.oof_isotonic",0.027280426111283,"oof","isotonic","ranger"
"pc4","classif.ranger_calib.oof_isotonic",0.0301787785573136,"oof","isotonic","ranger"
"pc4","classif.ranger_calib.oof_isotonic",0.0348380421453322,"oof","isotonic","ranger"
"pc4","classif.ranger_calib.oof_isotonic",0.0289542842401904,"oof","isotonic","ranger"
"pc4","classif.ranger_calib.oof_isotonic",0.0471042297301663,"oof","isotonic","ranger"
"pc4","classif.ranger_calib.oof_isotonic",0.0256355768771506,"oof","isotonic","ranger"
"pc4","classif.ranger_calib.perfold_platt",0.0291279905271259,"perfold","platt","ranger"
"pc4","classif.ranger_calib.perfold_platt",0.0583784562247785,"perfold","platt","ranger"
"pc4","classif.ranger_calib.perfold_platt",0.044756121718022,"perfold","platt","ranger"
"pc4","classif.ranger_calib.perfold_platt",0.0264326250417414,"perfold","platt","ranger"
"pc4","classif.ranger_calib.perfold_platt",0.0306366851149697,"perfold","platt","ranger"
"pc4","classif.ranger_calib.perfold_platt",0.0352402726342405,"perfold","platt","ranger"
"pc4","classif.ranger_calib.perfold_platt",0.0275613957424668,"perfold","platt","ranger"
"pc4","classif.ranger_calib.perfold_platt",0.0429957445204854,"perfold","platt","ranger"
"pc4","classif.ranger_calib.perfold_platt",0.0439171869145633,"perfold","platt","ranger"
"pc4","classif.ranger_calib.perfold_platt",0.0352915747841257,"perfold","platt","ranger"
"pc4","classif.ranger_calib.perfold_beta",0.0259702583418283,"perfold","beta","ranger"
"pc4","classif.ranger_calib.perfold_beta",0.0440800579196177,"perfold","beta","ranger"
"pc4","classif.ranger_calib.perfold_beta",0.0223039325525697,"perfold","beta","ranger"
"pc4","classif.ranger_calib.perfold_beta",0.00966261282203047,"perfold","beta","ranger"
"pc4","classif.ranger_calib.perfold_beta",0.0322666307499581,"perfold","beta","ranger"
"pc4","classif.ranger_calib.perfold_beta",0.017047870151442,"perfold","beta","ranger"
"pc4","classif.ranger_calib.perfold_beta",0.0297808562814974,"perfold","beta","ranger"
"pc4","classif.ranger_calib.perfold_beta",0.0258668411495594,"perfold","beta","ranger"
"pc4","classif.ranger_calib.perfold_beta",0.021290835166014,"perfold","beta","ranger"
"pc4","classif.ranger_calib.perfold_beta",0.0401623063967143,"perfold","beta","ranger"
"pc4","classif.ranger_calib.perfold_isotonic",0.0293408874230792,"perfold","isotonic","ranger"
"pc4","classif.ranger_calib.perfold_isotonic",0.0456351508714522,"perfold","isotonic","ranger"
"pc4","classif.ranger_calib.perfold_isotonic",0.0401478285793354,"perfold","isotonic","ranger"
"pc4","classif.ranger_calib.perfold_isotonic",0.0110552302846823,"perfold","isotonic","ranger"
"pc4","classif.ranger_calib.perfold_isotonic",0.0236450461005255,"perfold","isotonic","ranger"
"pc4","classif.ranger_calib.perfold_isotonic",0.0290162994313824,"perfold","isotonic","ranger"
"pc4","classif.ranger_calib.perfold_isotonic",0.0192422328069185,"perfold","isotonic","ranger"
"pc4","classif.ranger_calib.perfold_isotonic",0.0358168028978262,"perfold","isotonic","ranger"
"pc4","classif.ranger_calib.perfold_isotonic",0.0352496753500203,"perfold","isotonic","ranger"
"pc4","classif.ranger_calib.perfold_isotonic",0.0206167664158409,"perfold","isotonic","ranger"
"pc4","classif.rpart",0.054439731715509,"none","none","rpart"
"pc4","classif.rpart",0.0718715003963282,"none","none","rpart"
"pc4","classif.rpart",0.0454170050258148,"none","none","rpart"
"pc4","classif.rpart",0.115453968308896,"none","none","rpart"
"pc4","classif.rpart",0.0274479033427393,"none","none","rpart"
"pc4","classif.rpart",0.0492365124566303,"none","none","rpart"
"pc4","classif.rpart",0.0738035837426918,"none","none","rpart"
"pc4","classif.rpart",0.0643051071526733,"none","none","rpart"
"pc4","classif.rpart",0.0837274194266542,"none","none","rpart"
"pc4","classif.rpart",0.0429807587048966,"none","none","rpart"
"pc4","classif.rpart_calib.oof_platt",0.0658897220626214,"oof","platt","rpart"
"pc4","classif.rpart_calib.oof_platt",0.0652516775878508,"oof","platt","rpart"
"pc4","classif.rpart_calib.oof_platt",0.106215569557512,"oof","platt","rpart"
"pc4","classif.rpart_calib.oof_platt",0.0900621623544123,"oof","platt","rpart"
"pc4","classif.rpart_calib.oof_platt",0.0885458043572813,"oof","platt","rpart"
"pc4","classif.rpart_calib.oof_platt",0.0763052548837671,"oof","platt","rpart"
"pc4","classif.rpart_calib.oof_platt",0.0444370060494165,"oof","platt","rpart"
"pc4","classif.rpart_calib.oof_platt",0.0740280952343242,"oof","platt","rpart"
"pc4","classif.rpart_calib.oof_platt",0.063333704797793,"oof","platt","rpart"
"pc4","classif.rpart_calib.oof_platt",0.0830119323586526,"oof","platt","rpart"
"pc4","classif.rpart_calib.oof_beta",0.0833807631227485,"oof","beta","rpart"
"pc4","classif.rpart_calib.oof_beta",0.0534007263948962,"oof","beta","rpart"
"pc4","classif.rpart_calib.oof_beta",0.0642783260505507,"oof","beta","rpart"
"pc4","classif.rpart_calib.oof_beta",0.0765667505658077,"oof","beta","rpart"
"pc4","classif.rpart_calib.oof_beta",0.12883247601443,"oof","beta","rpart"
"pc4","classif.rpart_calib.oof_beta",0.0883640732119051,"oof","beta","rpart"
"pc4","classif.rpart_calib.oof_beta",0.0642643474240723,"oof","beta","rpart"
"pc4","classif.rpart_calib.oof_beta",0.113617058168501,"oof","beta","rpart"
"pc4","classif.rpart_calib.oof_beta",0.0545043854985128,"oof","beta","rpart"
"pc4","classif.rpart_calib.oof_beta",0.0711424784114368,"oof","beta","rpart"
"pc4","classif.rpart_calib.oof_isotonic",0.0816445115325223,"oof","isotonic","rpart"
"pc4","classif.rpart_calib.oof_isotonic",0.0471314788884585,"oof","isotonic","rpart"
"pc4","classif.rpart_calib.oof_isotonic",0.0500880700130236,"oof","isotonic","rpart"
"pc4","classif.rpart_calib.oof_isotonic",0.0842585444546658,"oof","isotonic","rpart"
"pc4","classif.rpart_calib.oof_isotonic",0.061773741474898,"oof","isotonic","rpart"
"pc4","classif.rpart_calib.oof_isotonic",0.0755521717010623,"oof","isotonic","rpart"
"pc4","classif.rpart_calib.oof_isotonic",0.0705869748323404,"oof","isotonic","rpart"
"pc4","classif.rpart_calib.oof_isotonic",0.0729570714682893,"oof","isotonic","rpart"
"pc4","classif.rpart_calib.oof_isotonic",0.0273883665307142,"oof","isotonic","rpart"
"pc4","classif.rpart_calib.oof_isotonic",0.0342858256864779,"oof","isotonic","rpart"
"pc4","classif.rpart_calib.perfold_platt",0.0712083278113504,"perfold","platt","rpart"
"pc4","classif.rpart_calib.perfold_platt",0.065226120959294,"perfold","platt","rpart"
"pc4","classif.rpart_calib.perfold_platt",0.0678785045736203,"perfold","platt","rpart"
"pc4","classif.rpart_calib.perfold_platt",0.0833639081942246,"perfold","platt","rpart"
"pc4","classif.rpart_calib.perfold_platt",0.102806810965591,"perfold","platt","rpart"
"pc4","classif.rpart_calib.perfold_platt",0.0666498636904099,"perfold","platt","rpart"
"pc4","classif.rpart_calib.perfold_platt",0.0613486129838933,"perfold","platt","rpart"
"pc4","classif.rpart_calib.perfold_platt",0.0622855002006449,"perfold","platt","rpart"
"pc4","classif.rpart_calib.perfold_platt",0.0664973555236385,"perfold","platt","rpart"
"pc4","classif.rpart_calib.perfold_platt",0.0720138428622363,"perfold","platt","rpart"
"pc4","classif.rpart_calib.perfold_isotonic",0.027279866633289,"perfold","isotonic","rpart"
"pc4","classif.rpart_calib.perfold_isotonic",0.0415355784740614,"perfold","isotonic","rpart"
"pc4","classif.rpart_calib.perfold_isotonic",0.0474044449684319,"perfold","isotonic","rpart"
"pc4","classif.rpart_calib.perfold_isotonic",0.0739817103917978,"perfold","isotonic","rpart"
"pc4","classif.rpart_calib.perfold_isotonic",0.0504685316900068,"perfold","isotonic","rpart"
"pc4","classif.rpart_calib.perfold_isotonic",0.0304559435988465,"perfold","isotonic","rpart"
"pc4","classif.rpart_calib.perfold_isotonic",0.0241060807751024,"perfold","isotonic","rpart"
"pc4","classif.rpart_calib.perfold_isotonic",0.0549943163232091,"perfold","isotonic","rpart"
"pc4","classif.rpart_calib.perfold_isotonic",0.0571353942096005,"perfold","isotonic","rpart"
"pc4","classif.rpart_calib.perfold_isotonic",0.0312884688657908,"perfold","isotonic","rpart"
"pc3","classif.naive_bayes",0.627346779682652,"none","none","naive_bayes"
"pc3","classif.naive_bayes",0.592740808793677,"none","none","naive_bayes"
"pc3","classif.naive_bayes",0.558353996193729,"none","none","naive_bayes"
"pc3","classif.naive_bayes",0.538037449434051,"none","none","naive_bayes"
"pc3","classif.naive_bayes",0.508724737934976,"none","none","naive_bayes"
"pc3","classif.naive_bayes",0.513291929237611,"none","none","naive_bayes"
"pc3","classif.naive_bayes",0.527445916283216,"none","none","naive_bayes"
"pc3","classif.naive_bayes",0.53153141928107,"none","none","naive_bayes"
"pc3","classif.naive_bayes",0.547115648839735,"none","none","naive_bayes"
"pc3","classif.naive_bayes",0.232708651587551,"none","none","naive_bayes"
"pc3","classif.naive_bayes_calib.oof_platt",0.079564136906523,"oof","platt","naive_bayes"
"pc3","classif.naive_bayes_calib.oof_platt",0.100278238660852,"oof","platt","naive_bayes"
"pc3","classif.naive_bayes_calib.oof_platt",0.0734239081515565,"oof","platt","naive_bayes"
"pc3","classif.naive_bayes_calib.oof_platt",0.083053115655388,"oof","platt","naive_bayes"
"pc3","classif.naive_bayes_calib.oof_platt",0.0683111435314514,"oof","platt","naive_bayes"
"pc3","classif.naive_bayes_calib.oof_platt",0.100457451383042,"oof","platt","naive_bayes"
"pc3","classif.naive_bayes_calib.oof_platt",0.0776667762498634,"oof","platt","naive_bayes"
"pc3","classif.naive_bayes_calib.oof_platt",0.0647599598935457,"oof","platt","naive_bayes"
"pc3","classif.naive_bayes_calib.oof_platt",0.065171839868751,"oof","platt","naive_bayes"
"pc3","classif.naive_bayes_calib.oof_platt",0.0366880386335842,"oof","platt","naive_bayes"
"pc3","classif.naive_bayes_calib.oof_beta",0.0670521596928701,"oof","beta","naive_bayes"
"pc3","classif.naive_bayes_calib.oof_beta",0.0584445527793736,"oof","beta","naive_bayes"
"pc3","classif.naive_bayes_calib.oof_beta",0.0697361400437272,"oof","beta","naive_bayes"
"pc3","classif.naive_bayes_calib.oof_beta",0.0572926250703655,"oof","beta","naive_bayes"
"pc3","classif.naive_bayes_calib.oof_beta",0.0676132967971671,"oof","beta","naive_bayes"
"pc3","classif.naive_bayes_calib.oof_beta",0.0641173774320395,"oof","beta","naive_bayes"
"pc3","classif.naive_bayes_calib.oof_beta",0.0605351895474985,"oof","beta","naive_bayes"
"pc3","classif.naive_bayes_calib.oof_beta",0.0655967616147018,"oof","beta","naive_bayes"
"pc3","classif.naive_bayes_calib.oof_beta",0.0621052195351627,"oof","beta","naive_bayes"
"pc3","classif.naive_bayes_calib.oof_beta",0.0491175730577358,"oof","beta","naive_bayes"
"pc3","classif.naive_bayes_calib.oof_isotonic",0.0792916187776467,"oof","isotonic","naive_bayes"
"pc3","classif.naive_bayes_calib.oof_isotonic",0.0760087471695015,"oof","isotonic","naive_bayes"
"pc3","classif.naive_bayes_calib.oof_isotonic",0.09603213725933,"oof","isotonic","naive_bayes"
"pc3","classif.naive_bayes_calib.oof_isotonic",0.0620729636427311,"oof","isotonic","naive_bayes"
"pc3","classif.naive_bayes_calib.oof_isotonic",0.0954797277453819,"oof","isotonic","naive_bayes"
"pc3","classif.naive_bayes_calib.oof_isotonic",0.0431029907675434,"oof","isotonic","naive_bayes"
"pc3","classif.naive_bayes_calib.oof_isotonic",0.0969926111700109,"oof","isotonic","naive_bayes"
"pc3","classif.naive_bayes_calib.oof_isotonic",0.0788788584287374,"oof","isotonic","naive_bayes"
"pc3","classif.naive_bayes_calib.oof_isotonic",0.0935205641115859,"oof","isotonic","naive_bayes"
"pc3","classif.naive_bayes_calib.oof_isotonic",0.073554595911019,"oof","isotonic","naive_bayes"
"pc3","classif.naive_bayes_calib.perfold_platt",0.0738499556178599,"perfold","platt","naive_bayes"
"pc3","classif.naive_bayes_calib.perfold_platt",0.0820606283597146,"perfold","platt","naive_bayes"
"pc3","classif.naive_bayes_calib.perfold_platt",0.071622375880217,"perfold","platt","naive_bayes"
"pc3","classif.naive_bayes_calib.perfold_platt",0.0776492674493994,"perfold","platt","naive_bayes"
"pc3","classif.naive_bayes_calib.perfold_platt",0.0724363920396881,"perfold","platt","naive_bayes"
"pc3","classif.naive_bayes_calib.perfold_platt",0.107978998565907,"perfold","platt","naive_bayes"
"pc3","classif.naive_bayes_calib.perfold_platt",0.0670784022888127,"perfold","platt","naive_bayes"
"pc3","classif.naive_bayes_calib.perfold_platt",0.0727955169949096,"perfold","platt","naive_bayes"
"pc3","classif.naive_bayes_calib.perfold_platt",0.0530252947650785,"perfold","platt","naive_bayes"
"pc3","classif.naive_bayes_calib.perfold_platt",0.0594745557356958,"perfold","platt","naive_bayes"
"pc3","classif.naive_bayes_calib.perfold_beta",0.0622099362732522,"perfold","beta","naive_bayes"
"pc3","classif.naive_bayes_calib.perfold_beta",0.0537843860724854,"perfold","beta","naive_bayes"
"pc3","classif.naive_bayes_calib.perfold_beta",0.0534697203502107,"perfold","beta","naive_bayes"
"pc3","classif.naive_bayes_calib.perfold_beta",0.0670197114870985,"perfold","beta","naive_bayes"
"pc3","classif.naive_bayes_calib.perfold_beta",0.0562611886491509,"perfold","beta","naive_bayes"
"pc3","classif.naive_bayes_calib.perfold_beta",0.103254230765328,"perfold","beta","naive_bayes"
"pc3","classif.naive_bayes_calib.perfold_beta",0.0621616683333333,"perfold","beta","naive_bayes"
"pc3","classif.naive_bayes_calib.perfold_beta",0.0852272844044878,"perfold","beta","naive_bayes"
"pc3","classif.naive_bayes_calib.perfold_beta",0.0623658305247792,"perfold","beta","naive_bayes"
"pc3","classif.naive_bayes_calib.perfold_beta",0.0916966760313668,"perfold","beta","naive_bayes"
"pc3","classif.naive_bayes_calib.perfold_isotonic",0.0689434398747667,"perfold","isotonic","naive_bayes"
"pc3","classif.naive_bayes_calib.perfold_isotonic",0.0423679916296169,"perfold","isotonic","naive_bayes"
"pc3","classif.naive_bayes_calib.perfold_isotonic",0.0614493745903495,"perfold","isotonic","naive_bayes"
"pc3","classif.naive_bayes_calib.perfold_isotonic",0.0644622154263131,"perfold","isotonic","naive_bayes"
"pc3","classif.naive_bayes_calib.perfold_isotonic",0.0512967772687838,"perfold","isotonic","naive_bayes"
"pc3","classif.naive_bayes_calib.perfold_isotonic",0.0763012665224306,"perfold","isotonic","naive_bayes"
"pc3","classif.naive_bayes_calib.perfold_isotonic",0.0718928181584747,"perfold","isotonic","naive_bayes"
"pc3","classif.naive_bayes_calib.perfold_isotonic",0.0518881060732118,"perfold","isotonic","naive_bayes"
"pc3","classif.naive_bayes_calib.perfold_isotonic",0.052538681141803,"perfold","isotonic","naive_bayes"
"pc3","classif.naive_bayes_calib.perfold_isotonic",0.0751218841189993,"perfold","isotonic","naive_bayes"
"pc3","classif.ranger",0.0720319482357699,"none","none","ranger"
"pc3","classif.ranger",0.0514569184106764,"none","none","ranger"
"pc3","classif.ranger",0.0357221607833072,"none","none","ranger"
"pc3","classif.ranger",0.0414148809523809,"none","none","ranger"
"pc3","classif.ranger",0.0670187271062271,"none","none","ranger"
"pc3","classif.ranger",0.0333451257076257,"none","none","ranger"
"pc3","classif.ranger",0.0316257126412784,"none","none","ranger"
"pc3","classif.ranger",0.0481105181855182,"none","none","ranger"
"pc3","classif.ranger",0.0272683906905061,"none","none","ranger"
"pc3","classif.ranger",0.0443345154974025,"none","none","ranger"
"pc3","classif.ranger_calib.oof_platt",0.0815313034153716,"oof","platt","ranger"
"pc3","classif.ranger_calib.oof_platt",0.048487075601932,"oof","platt","ranger"
"pc3","classif.ranger_calib.oof_platt",0.0408070848852354,"oof","platt","ranger"
"pc3","classif.ranger_calib.oof_platt",0.0526234817200708,"oof","platt","ranger"
"pc3","classif.ranger_calib.oof_platt",0.0621744209344462,"oof","platt","ranger"
"pc3","classif.ranger_calib.oof_platt",0.0411141107391532,"oof","platt","ranger"
"pc3","classif.ranger_calib.oof_platt",0.0484890511511871,"oof","platt","ranger"
"pc3","classif.ranger_calib.oof_platt",0.0628299898279104,"oof","platt","ranger"
"pc3","classif.ranger_calib.oof_platt",0.0417339620386565,"oof","platt","ranger"
"pc3","classif.ranger_calib.oof_platt",0.0590563277068159,"oof","platt","ranger"
"pc3","classif.ranger_calib.oof_beta",0.0742569112404943,"oof","beta","ranger"
"pc3","classif.ranger_calib.oof_beta",0.0618902527429784,"oof","beta","ranger"
"pc3","classif.ranger_calib.oof_beta",0.0632604210138969,"oof","beta","ranger"
"pc3","classif.ranger_calib.oof_beta",0.0527899005743755,"oof","beta","ranger"
"pc3","classif.ranger_calib.oof_beta",0.0704840619906405,"oof","beta","ranger"
"pc3","classif.ranger_calib.oof_beta",0.0282913258240319,"oof","beta","ranger"
"pc3","classif.ranger_calib.oof_beta",0.0325691082301587,"oof","beta","ranger"
"pc3","classif.ranger_calib.oof_beta",0.0596501689830364,"oof","beta","ranger"
"pc3","classif.ranger_calib.oof_beta",0.0464838503635228,"oof","beta","ranger"
"pc3","classif.ranger_calib.oof_beta",0.0501055094395254,"oof","beta","ranger"
"pc3","classif.ranger_calib.oof_isotonic",0.0643488148962033,"oof","isotonic","ranger"
"pc3","classif.ranger_calib.oof_isotonic",0.0368589906914817,"oof","isotonic","ranger"
"pc3","classif.ranger_calib.oof_isotonic",0.0245058767469001,"oof","isotonic","ranger"
"pc3","classif.ranger_calib.oof_isotonic",0.0467515660204372,"oof","isotonic","ranger"
"pc3","classif.ranger_calib.oof_isotonic",0.0546298480644324,"oof","isotonic","ranger"
"pc3","classif.ranger_calib.oof_isotonic",0.0340598669898255,"oof","isotonic","ranger"
"pc3","classif.ranger_calib.oof_isotonic",0.0443568765422503,"oof","isotonic","ranger"
"pc3","classif.ranger_calib.oof_isotonic",0.0727718097511335,"oof","isotonic","ranger"
"pc3","classif.ranger_calib.oof_isotonic",0.0636768779547137,"oof","isotonic","ranger"
"pc3","classif.ranger_calib.oof_isotonic",0.0636727354144597,"oof","isotonic","ranger"
"pc3","classif.ranger_calib.perfold_platt",0.0845819635641758,"perfold","platt","ranger"
"pc3","classif.ranger_calib.perfold_platt",0.0420003780119096,"perfold","platt","ranger"
"pc3","classif.ranger_calib.perfold_platt",0.0319995580905408,"perfold","platt","ranger"
"pc3","classif.ranger_calib.perfold_platt",0.0431149964615848,"perfold","platt","ranger"
"pc3","classif.ranger_calib.perfold_platt",0.0569529961162229,"perfold","platt","ranger"
"pc3","classif.ranger_calib.perfold_platt",0.0547515835741729,"perfold","platt","ranger"
"pc3","classif.ranger_calib.perfold_platt",0.0456337398893537,"perfold","platt","ranger"
"pc3","classif.ranger_calib.perfold_platt",0.0619719565698777,"perfold","platt","ranger"
"pc3","classif.ranger_calib.perfold_platt",0.0385659943401658,"perfold","platt","ranger"
"pc3","classif.ranger_calib.perfold_platt",0.0550702070874239,"perfold","platt","ranger"
"pc3","classif.ranger_calib.perfold_beta",0.0733941942757875,"perfold","beta","ranger"
"pc3","classif.ranger_calib.perfold_beta",0.0589757914860075,"perfold","beta","ranger"
"pc3","classif.ranger_calib.perfold_beta",0.053193454733068,"perfold","beta","ranger"
"pc3","classif.ranger_calib.perfold_beta",0.0557902094975271,"perfold","beta","ranger"
"pc3","classif.ranger_calib.perfold_beta",0.0644565488541642,"perfold","beta","ranger"
"pc3","classif.ranger_calib.perfold_beta",0.046631663649113,"perfold","beta","ranger"
"pc3","classif.ranger_calib.perfold_beta",0.0638733299879871,"perfold","beta","ranger"
"pc3","classif.ranger_calib.perfold_beta",0.0505965133827885,"perfold","beta","ranger"
"pc3","classif.ranger_calib.perfold_beta",0.0388629930726015,"perfold","beta","ranger"
"pc3","classif.ranger_calib.perfold_beta",0.0343731075818758,"perfold","beta","ranger"
"pc3","classif.ranger_calib.perfold_isotonic",0.0780397835668958,"perfold","isotonic","ranger"
"pc3","classif.ranger_calib.perfold_isotonic",0.0341159212153953,"perfold","isotonic","ranger"
"pc3","classif.ranger_calib.perfold_isotonic",0.0375548771672774,"perfold","isotonic","ranger"
"pc3","classif.ranger_calib.perfold_isotonic",0.0433536167528663,"perfold","isotonic","ranger"
"pc3","classif.ranger_calib.perfold_isotonic",0.0485593314721874,"perfold","isotonic","ranger"
"pc3","classif.ranger_calib.perfold_isotonic",0.0259785019860568,"perfold","isotonic","ranger"
"pc3","classif.ranger_calib.perfold_isotonic",0.0293528161506525,"perfold","isotonic","ranger"
"pc3","classif.ranger_calib.perfold_isotonic",0.0580529812339602,"perfold","isotonic","ranger"
"pc3","classif.ranger_calib.perfold_isotonic",0.029635493067007,"perfold","isotonic","ranger"
"pc3","classif.ranger_calib.perfold_isotonic",0.0697190638352016,"perfold","isotonic","ranger"
"pc3","classif.rpart",0.146785401097805,"none","none","rpart"
"pc3","classif.rpart",0.138356046974242,"none","none","rpart"
"pc3","classif.rpart",0.11045164133305,"none","none","rpart"
"pc3","classif.rpart",0.100843415708798,"none","none","rpart"
"pc3","classif.rpart",0.0953925646457868,"none","none","rpart"
"pc3","classif.rpart",0.0788630155214853,"none","none","rpart"
"pc3","classif.rpart",0.132609850171479,"none","none","rpart"
"pc3","classif.rpart",0.115726771737963,"none","none","rpart"
"pc3","classif.rpart",0.117832856909371,"none","none","rpart"
"pc3","classif.rpart",0.172407194795255,"none","none","rpart"
"pc3","classif.rpart_calib.oof_platt",0.0992575395515138,"oof","platt","rpart"
"pc3","classif.rpart_calib.oof_platt",0.0933692964617251,"oof","platt","rpart"
"pc3","classif.rpart_calib.oof_platt",0.0864689619807189,"oof","platt","rpart"
"pc3","classif.rpart_calib.oof_platt",0.128329853452141,"oof","platt","rpart"
"pc3","classif.rpart_calib.oof_platt",0.104466407298766,"oof","platt","rpart"
"pc3","classif.rpart_calib.oof_platt",0.120083786634473,"oof","platt","rpart"
"pc3","classif.rpart_calib.oof_platt",0.102774155029115,"oof","platt","rpart"
"pc3","classif.rpart_calib.oof_platt",0.119107764626855,"oof","platt","rpart"
"pc3","classif.rpart_calib.oof_platt",0.100098425832028,"oof","platt","rpart"
"pc3","classif.rpart_calib.oof_platt",0.103473722638976,"oof","platt","rpart"
"pc3","classif.rpart_calib.oof_beta",0.120956841407485,"oof","beta","rpart"
"pc3","classif.rpart_calib.oof_beta",0.0879243141680973,"oof","beta","rpart"
"pc3","classif.rpart_calib.oof_beta",0.101910828025478,"oof","beta","rpart"
"pc3","classif.rpart_calib.oof_beta",0.102564102564103,"oof","beta","rpart"
"pc3","classif.rpart_calib.oof_beta",0.198430045814566,"oof","beta","rpart"
"pc3","classif.rpart_calib.oof_beta",0.141064569262414,"oof","beta","rpart"
"pc3","classif.rpart_calib.oof_beta",0.0933042581076307,"oof","beta","rpart"
"pc3","classif.rpart_calib.oof_beta",0.144128820159215,"oof","beta","rpart"
"pc3","classif.rpart_calib.oof_beta",0.12916445347472,"oof","beta","rpart"
"pc3","classif.rpart_calib.oof_beta",0.108538433824551,"oof","beta","rpart"
"pc3","classif.rpart_calib.oof_isotonic",0.112384074677016,"oof","isotonic","rpart"
"pc3","classif.rpart_calib.oof_isotonic",0.0741656358801397,"oof","isotonic","rpart"
"pc3","classif.rpart_calib.oof_isotonic",0.11185201294854,"oof","isotonic","rpart"
"pc3","classif.rpart_calib.oof_isotonic",0.115165290326118,"oof","isotonic","rpart"
"pc3","classif.rpart_calib.oof_isotonic",0.0752785792060667,"oof","isotonic","rpart"
"pc3","classif.rpart_calib.oof_isotonic",0.13114770041944,"oof","isotonic","rpart"
"pc3","classif.rpart_calib.oof_isotonic",0.0916832004950726,"oof","isotonic","rpart"
"pc3","classif.rpart_calib.oof_isotonic",0.119546587111167,"oof","isotonic","rpart"
"pc3","classif.rpart_calib.oof_isotonic",0.0874789272107499,"oof","isotonic","rpart"
"pc3","classif.rpart_calib.oof_isotonic",0.0842913364537922,"oof","isotonic","rpart"
"pc3","classif.rpart_calib.perfold_platt",0.118062774377746,"perfold","platt","rpart"
"pc3","classif.rpart_calib.perfold_platt",0.0929364438116929,"perfold","platt","rpart"
"pc3","classif.rpart_calib.perfold_platt",0.099190242916467,"perfold","platt","rpart"
"pc3","classif.rpart_calib.perfold_platt",0.0958279896399366,"perfold","platt","rpart"
"pc3","classif.rpart_calib.perfold_platt",0.115722140241716,"perfold","platt","rpart"
"pc3","classif.rpart_calib.perfold_platt",0.105524033547882,"perfold","platt","rpart"
"pc3","classif.rpart_calib.perfold_platt",0.0929337487315979,"perfold","platt","rpart"
"pc3","classif.rpart_calib.perfold_platt",0.0980494337546149,"perfold","platt","rpart"
"pc3","classif.rpart_calib.perfold_platt",0.106364725686846,"perfold","platt","rpart"
"pc3","classif.rpart_calib.perfold_platt",0.0770376880173551,"perfold","platt","rpart"
"pc3","classif.rpart_calib.perfold_isotonic",0.0820254253366392,"perfold","isotonic","rpart"
"pc3","classif.rpart_calib.perfold_isotonic",0.0699543469842967,"perfold","isotonic","rpart"
"pc3","classif.rpart_calib.perfold_isotonic",0.0481593307604141,"perfold","isotonic","rpart"
"pc3","classif.rpart_calib.perfold_isotonic",0.0726174137562178,"perfold","isotonic","rpart"
"pc3","classif.rpart_calib.perfold_isotonic",0.0768896976168034,"perfold","isotonic","rpart"
"pc3","classif.rpart_calib.perfold_isotonic",0.0958305868173717,"perfold","isotonic","rpart"
"pc3","classif.rpart_calib.perfold_isotonic",0.115747975447146,"perfold","isotonic","rpart"
"pc3","classif.rpart_calib.perfold_isotonic",0.0915770811972325,"perfold","isotonic","rpart"
"pc3","classif.rpart_calib.perfold_isotonic",0.0851296243719276,"perfold","isotonic","rpart"
"pc3","classif.rpart_calib.perfold_isotonic",0.0732871125723679,"perfold","isotonic","rpart"
"kc1","classif.naive_bayes",0.159338869474063,"none","none","naive_bayes"
"kc1","classif.naive_bayes",0.149373836734956,"none","none","naive_bayes"
"kc1","classif.naive_bayes",0.122184807098165,"none","none","naive_bayes"
"kc1","classif.naive_bayes",0.123017177430086,"none","none","naive_bayes"
"kc1","classif.naive_bayes",0.169372952219694,"none","none","naive_bayes"
"kc1","classif.naive_bayes",0.146652888286126,"none","none","naive_bayes"
"kc1","classif.naive_bayes",0.16124515698842,"none","none","naive_bayes"
"kc1","classif.naive_bayes",0.129573549496987,"none","none","naive_bayes"
"kc1","classif.naive_bayes",0.135043249090619,"none","none","naive_bayes"
"kc1","classif.naive_bayes",0.174368600345797,"none","none","naive_bayes"
"kc1","classif.naive_bayes_calib.oof_platt",0.0900488069374471,"oof","platt","naive_bayes"
"kc1","classif.naive_bayes_calib.oof_platt",0.0787049228021492,"oof","platt","naive_bayes"
"kc1","classif.naive_bayes_calib.oof_platt",0.0988049315430072,"oof","platt","naive_bayes"
"kc1","classif.naive_bayes_calib.oof_platt",0.098575848918385,"oof","platt","naive_bayes"
"kc1","classif.naive_bayes_calib.oof_platt",0.0647927988939181,"oof","platt","naive_bayes"
"kc1","classif.naive_bayes_calib.oof_platt",0.0822755826797268,"oof","platt","naive_bayes"
"kc1","classif.naive_bayes_calib.oof_platt",0.0652683580275401,"oof","platt","naive_bayes"
"kc1","classif.naive_bayes_calib.oof_platt",0.0942038998643334,"oof","platt","naive_bayes"
"kc1","classif.naive_bayes_calib.oof_platt",0.0812203741374064,"oof","platt","naive_bayes"
